model,scenario,region,variable,unit,time,value
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2035,14.489923520528315
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2040,17.65717561363812
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2045,14.842174853498623
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2050,11.8960631977895
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2025,88.99826696640564
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2030,102.87425676463718
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2035,119.08567596447517
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2040,131.26577291464548
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2045,144.0743721925783
canoe,nz,saskatchewan,secondary energy|electricity|renewables,PJ,2050,164.99118429173126
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2025,0.06360375046721567
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2030,0.08252168195141656
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2035,0.1359611203399205
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2040,0.06919853468793247
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2045,0.08583691502222725
canoe,nz,saskatchewan,secondary energy|electricity|storage,PJ,2050,1.5236097526108965
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2025,6.176578611713435
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2030,6.176575527363682
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2035,6.1765537184352794
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2040,6.176514206091123
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2045,6.176392771439944
canoe,nz,alberta,secondary energy|electricity|hydro|reservoir,PJ,2050,6.176349063783581
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2025,1.1575192363097333
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2030,1.1574408456901415
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2035,1.1572228384112746
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2040,1.157087509674585
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2045,1.1569876927059393
canoe,nz,alberta,secondary energy|electricity|hydro|run of river,PJ,2050,1.1568596007509202
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2025,45.2143158834072
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2030,45.21431571474195
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2035,45.21431561587719
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2040,45.21431563072511
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2045,27.580282665630918
canoe,nz,alberta,secondary energy|electricity|natural gas|cogeneration,PJ,2050,17.729690920361868
canoe,nz,alberta,secondary energy|electricity|natural gas|combined cycle,PJ,2025,1.51848731690061
canoe,nz,alberta,secondary energy|electricity|natural gas|combined cycle,PJ,2030,4.064262102278669
